	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
Group:B	2.972469407e+01	8.520624285e-01	-1.644316256e+00	9.642905303e-01	7.352519753e-01	3.793663144e-01	3.577680113e-01	3.073851476e-01	2.634103059e-01	2.639833130e-01
Group:B	2.972469407e+01	3.883376949e+00	-2.786516358e+00	2.327202780e+00	1.890588233e+00	1.526120508e+00	9.274145624e-01	1.008919269e+00	7.345446328e-01	7.244107500e-01
Group:M	-5.029249186e+01	-8.218193366e-01	-9.234810356e-01	1.485037854e+00	1.796967840e+00	1.543959098e+00	1.249045192e+00	1.257539558e+00	8.971595056e-01	8.281904688e-01
Group:B	2.972469407e+01	1.769284409e+00	-4.444596270e-01	-9.802756242e-03	9.178725176e-01	1.492842971e+00	1.477381160e+00	1.939530001e+00	1.206706342e+00	1.217025339e+00
Group:M	-5.029249186e+01	-3.424332844e+00	6.837261628e-01	-3.905609533e-01	-2.251467894e-01	3.540078257e-01	-1.170674433e-02	-1.267529160e-01	-1.267248178e-01	-1.540069490e-01
Group:M	-5.029249186e+01	-7.013692187e+00	4.168066488e+00	-3.705585644e+00	-4.794446889e+00	-3.919904305e+00	-3.052480567e+00	-3.158054626e+00	-1.763876336e+00	-1.625383313e+00
Group:B	2.972469407e+01	3.931265125e+00	-1.175756553e+00	1.345729644e-01	-7.586887972e-02	2.174738753e-01	1.929493267e-01	-2.648267563e-01	-6.695836100e-02	-8.773181510e-02
Group:B	2.972469407e+01	-1.154376847e+00	2.424224372e-01	-6.437874004e-01	-6.262044398e-01	-9.823275600e-01	-8.419565693e-01	-8.278388564e-01	-5.551987724e-01	-4.068954196e-01
Group:B	2.972469407e+01	5.210205835e+00	-1.831674692e+00	1.481802124e+00	1.278083933e+00	1.104621154e+00	1.470861517e+00	1.411497373e+00	8.972938471e-01	7.397240145e-01
Group:B	2.972469407e+01	-1.518490588e+00	5.598044095e-01	-1.447934780e+00	-1.874417812e+00	-8.836394396e-01	-5.533381738e-01	-6.601558808e-01	-4.677420040e-01	-3.815363793e-01
Group:B	2.972469407e+01	6.267816279e+00	-6.124874950e-01	3.575421081e-01	1.874258894e+00	1.879477026e+00	1.210355809e+00	7.292922048e-01	4.242653983e-01	5.104574833e-01
Group:B	2.972469407e+01	8.861601240e-01	-5.044908628e-01	6.873611304e-01	1.427840460e+00	1.006189298e+00	9.041691051e-01	1.053163432e+00	6.051732354e-01	6.456430544e-01
Group:B	2.972469407e+01	1.123936558e+01	-1.718919274e+00	7.435257130e-02	1.637990175e-01	2.330439438e-01	1.118433628e+00	1.010616858e+00	6.044805058e-01	5.960095435e-01
Group:B	2.972469407e+01	7.244159179e+00	-5.020651714e+00	4.703484389e+00	4.602825392e+00	4.013100233e+00	3.208283199e+00	3.301194721e+00	2.124816208e+00	1.923780173e+00
Group:B	2.972469407e+01	4.153602863e+00	-2.194045729e+00	2.436717800e+00	2.737523270e+00	3.036444042e+00	2.355106454e+00	2.557238472e+00	1.537909281e+00	1.426174231e+00
Group:B	2.972469407e+01	1.660849602e+00	-1.632923501e+00	1.826787587e+00	2.229256390e+00	2.055783699e+00	1.487764026e+00	1.446365851e+00	8.205771082e-01	7.513234945e-01
Group:B	2.972469407e+01	4.234244122e-01	-5.381316237e-01	8.321267456e-02	-5.042426445e-01	-3.977463836e-01	-7.730160068e-01	-8.409842958e-01	-5.783326936e-01	-6.090016916e-01
Group:B	2.972469407e+01	7.004217552e-01	-8.804759283e-01	2.697818294e-01	-1.109403428e-01	1.426685627e-01	-1.286261412e-01	-6.122686087e-02	-1.366336671e-01	-1.011882009e-01
Group:B	2.972469407e+01	-3.240597618e+00	2.485698329e+00	-3.183462602e+00	-3.536993156e+00	-2.670202937e+00	-2.001964031e+00	-1.966724991e+00	-1.288569019e+00	-1.176302697e+00
Group:M	-5.029249186e+01	-1.821273640e+01	1.102913502e+01	-1.062200269e+01	-1.023650079e+01	-8.564062981e+00	-6.280617063e+00	-6.024882208e+00	-3.686856066e+00	-3.526405516e+00
Group:B	2.972469407e+01	2.416777134e+00	-2.562397294e+00	1.774211510e+00	1.190159803e+00	1.082703109e+00	1.205284912e+00	1.143713119e+00	6.800516484e-01	6.892257436e-01
Group:B	2.972469407e+01	-3.151681420e-01	7.223650122e-01	-6.728780967e-01	-1.542106143e-01	-6.153983748e-01	-7.797023872e-01	-8.562247432e-01	-4.778232544e-01	-3.743391729e-01
Group:M	-5.029249186e+01	1.907552632e+00	-9.983517046e-01	2.992316969e-01	1.100357546e-01	1.851334278e-01	3.732814852e-01	8.042364927e-01	6.157972904e-01	5.636205366e-01
Group:B	2.972469407e+01	3.847164058e+00	-1.422846664e+00	8.809023286e-01	7.392478601e-01	4.890312497e-01	4.586393356e-01	3.059892053e-01	1.889315332e-01	2.683058776e-01
Group:M	-5.029249186e+01	2.488653591e+00	-3.863679839e-01	-1.469941602e-01	-1.767099560e-01	-8.501842312e-01	-5.912997489e-01	-3.668178752e-01	-1.411957247e-01	-5.164553346e-02
Group:B	2.972469407e+01	-4.891190513e-01	4.096974144e-01	-1.151497717e-01	6.561280650e-02	-1.610015285e-01	-3.469792992e-01	-3.858464156e-01	-2.168364456e-01	-3.883597461e-01
Group:B	2.972469407e+01	6.798821875e-01	-6.513289432e-02	-4.370241021e-01	-7.913370463e-01	-8.337488246e-01	-5.776367668e-01	-6.365459170e-01	-3.849324303e-01	-3.538738853e-01
Group:B	2.972469407e+01	1.058094219e+00	-1.001379595e+00	1.086451304e+00	1.522500835e+00	5.211106748e-01	5.700337606e-01	4.081344131e-01	1.439146084e-01	2.996475129e-01
Group:B	2.972469407e+01	-2.994687410e-01	-5.767821705e-01	6.724048016e-02	-7.544017849e-01	-6.849533814e-01	-4.807930762e-01	-3.956162674e-01	-3.316489229e-01	-2.743562733e-01
Group:B	2.972469407e+01	-4.606847511e+00	3.042072817e+00	-2.932586741e+00	-2.956374292e+00	-2.426380870e+00	-1.659043679e+00	-1.494809670e+00	-1.175927588e+00	-1.027300876e+00
Group:B	2.972469407e+01	-1.902454455e+00	3.393756698e-01	-1.439774069e+00	-1.981059465e+00	-1.378990933e+00	-1.000416251e+00	-1.002201826e+00	-6.739468069e-01	-5.726324460e-01
Group:B	2.972469407e+01	-7.350334437e-01	-6.068021011e-02	-9.827277707e-01	-1.354325682e+00	-9.441546786e-01	-5.642370801e-01	-3.295537384e-01	-1.295126236e-01	-8.956269920e-02
Group:B	2.972469407e+01	5.532560916e-01	-9.384146783e-01	1.224930096e+00	1.447003330e+00	9.471790764e-01	5.938718835e-01	5.592142451e-01	1.891022376e-01	2.109890935e-01
Group:B	2.972469407e+01	1.303361126e+00	-1.878452470e+00	9.610533491e-01	9.909996577e-01	1.007087410e+00	7.669498285e-01	7.824721699e-01	5.133099613e-01	5.389670899e-01
Group:B	2.972469407e+01	2.565085466e+00	-9.554855287e-01	2.706573884e-01	-1.468816047e-01	4.058712286e-01	3.819445990e-01	4.373442161e-01	2.397223894e-01	2.256727032e-01
Group:B	2.972469407e+01	-1.305182401e+00	7.619055494e-01	-1.145210546e+00	-2.008581880e+00	-1.295755266e+00	-1.242032213e+00	-1.192684581e+00	-9.808134371e-01	-7.973376152e-01
Group:B	2.972469407e+01	-2.456985610e+00	3.409442321e+00	-2.145442260e+00	-5.261563022e-02	-4.998245989e-01	-6.432459400e-01	-1.988720857e-01	-3.077760351e-01	-1.004705199e-01
Group:B	2.972469407e+01	-2.425741218e+00	6.020124772e-01	-1.270771200e+00	-1.668822861e+00	-1.390302318e+00	-1.195986108e+00	-1.307816145e+00	-7.765123953e-01	-7.389169586e-01
Group:B	2.972469407e+01	-2.515040658e+00	1.150518398e+00	-1.879423074e+00	-2.236210344e+00	-1.709343466e+00	-1.504310820e+00	-1.555891175e+00	-9.968751429e-01	-8.122604361e-01
Group:M	-5.029249186e+01	-7.570862873e+00	3.152235714e+00	-3.016965565e+00	-3.170128636e+00	-2.040253691e+00	-1.710935781e+00	-1.798557213e+00	-1.112712297e+00	-1.051474865e+00
Group:B	2.972469407e+01	8.164917132e+00	-9.815958864e-01	1.050956420e+00	4.176063353e-01	-3.881564519e-01	-3.384834582e-01	-5.319608484e-01	-3.503609201e-01	-3.070807713e-01
Group:B	2.972469407e+01	-1.409075505e+00	1.224260370e+00	-1.976860610e+00	-1.044677552e+00	-7.930821508e-01	-2.625855040e-01	-1.349771433e-01	-2.383857111e-03	3.027917163e-02
Group:B	2.972469407e+01	3.222872062e+00	3.676512502e-02	1.270748937e-01	2.355774150e-01	3.764804949e-01	3.461953006e-01	4.570756726e-01	2.868662706e-01	1.802324191e-01
Group:M	-5.029249186e+01	-7.494083932e+00	3.086129516e+00	-3.727069521e+00	-3.419635116e+00	-2.383704257e+00	-1.967265575e+00	-2.098821516e+00	-1.396163427e+00	-1.148194270e+00
Group:B	2.972469407e+01	3.593603725e+00	-2.152827353e+00	1.987015514e+00	1.479285356e+00	1.373245892e+00	7.775882186e-01	8.722217806e-01	6.066344923e-01	3.781746993e-01
Group:M	-5.029249186e+01	3.973495722e+00	-3.596145613e+00	4.436971521e+00	4.611594417e+00	4.129613779e+00	3.076775868e+00	3.479071895e+00	2.195091547e+00	2.199642358e+00
Group:B	2.972469407e+01	9.843170439e-01	-9.980927717e-01	6.437554466e-01	8.438264721e-02	8.430259998e-02	5.562177317e-02	1.319974829e-01	2.992532128e-02	2.358343511e-02
Group:B	2.972469407e+01	1.519350249e+00	-1.320569286e+00	1.175558004e+00	1.013097314e+00	6.386475841e-01	2.210304219e-02	-8.288716651e-03	2.603800911e-03	7.829122286e-03
Group:B	2.972469407e+01	1.103185208e+00	-1.115698053e+00	3.980573697e-01	3.249632645e-01	6.261632553e-01	3.393730751e-01	4.203529388e-01	3.136729189e-01	2.053803073e-01
Group:B	2.972469407e+01	-2.059394044e+00	5.864038286e-01	-1.157461913e+00	-1.578176342e+00	-1.458836944e+00	-9.564255607e-01	-9.590768817e-01	-6.155161918e-01	-5.704730983e-01
Group:M	-5.029249186e+01	-7.377817061e+00	3.657151755e+00	-2.891153405e+00	-2.815560681e+00	-2.360283829e+00	-2.133117505e+00	-2.165106179e+00	-1.213673983e+00	-1.151345440e+00
Group:M	-5.029249186e+01	-8.890251471e+00	6.269335374e+00	-5.738951691e+00	-5.175549681e+00	-4.476487288e+00	-3.874419980e+00	-4.029688886e+00	-2.363577790e+00	-1.980970258e+00
Group:M	-5.029249186e+01	-8.655705770e+00	4.825730866e+00	-4.364830420e+00	-4.651040040e+00	-2.937888812e+00	-2.285003172e+00	-2.443939368e+00	-1.599412663e+00	-1.514526228e+00
Group:B	2.972469407e+01	6.092004023e+00	-3.187064582e+00	3.055612559e+00	2.532653145e+00	2.174039328e+00	1.671599641e+00	1.620529486e+00	9.014972906e-01	9.676803051e-01
Group:B	2.972469407e+01	2.990702631e-01	-1.324483124e-01	8.014878248e-01	2.093859315e+00	1.251310378e+00	4.226283616e-01	4.915481978e-01	1.596203281e-01	2.766000329e-01
Group:B	2.972469407e+01	-1.760535835e+00	5.871425283e-01	-7.756827759e-01	-1.150724193e+00	-1.106299282e+00	-8.921943714e-01	-7.913087035e-01	-6.269690775e-01	-5.428815997e-01
Group:B	2.972469407e+01	-3.256722464e-01	-5.054877005e-01	5.356679775e-01	9.905330407e-01	6.960175506e-01	5.842373540e-01	5.167633252e-01	2.544149245e-01	1.857760943e-01
Group:M	-5.029249186e+01	-5.044828370e+00	2.559974581e+00	-2.452593028e+00	-1.577961656e+00	-1.274593908e+00	-6.896174694e-01	-3.710643808e-01	4.551474677e-02	-4.906425693e-02
Group:B	2.972469407e+01	1.728519739e+00	-1.685450471e-01	-3.667788033e-01	-1.630138409e+00	-1.386857599e+00	-1.050671209e+00	-1.018900835e+00	-6.996336658e-01	-6.991009378e-01
Group:M	-5.029249186e+01	-1.922732742e+00	4.366936430e-01	-6.832602015e-02	4.928544770e-01	7.079792814e-01	7.296151829e-01	5.596369684e-01	-1.398002966e-01	-2.502311154e-01
Group:B	2.972469407e+01	6.329164750e-01	-2.888421483e-01	7.073229652e-01	9.648734318e-01	3.369770359e-01	1.082467029e-01	1.895528880e-01	7.116907675e-02	-2.407201722e-02
Group:M	-5.029249186e+01	5.111499061e+00	-4.742455544e+00	3.455743585e+00	3.650827811e+00	2.749049895e+00	1.868038845e+00	1.961023041e+00	1.236382649e+00	1.056435477e+00
Group:B	2.972469407e+01	8.203870848e+00	-4.711180935e+00	4.154850900e+00	3.462850883e+00	2.963650520e+00	2.244293820e+00	2.298775556e+00	1.479633744e+00	1.400070524e+00
Group:B	2.972469407e+01	2.497437121e+00	-5.000401944e-01	6.395100787e-01	-4.073774994e-01	-5.615099620e-01	-3.380560392e-01	-4.473736740e-01	-3.189628845e-01	-2.315856517e-01
Group:B	2.972469407e+01	2.574177920e+00	-1.112228512e+00	1.406832608e+00	1.138007272e+00	1.250548466e+00	7.672361061e-01	8.655211136e-01	4.465005258e-01	3.849316006e-01
Group:M	-5.029249186e+01	-1.273626966e+00	1.107161384e-01	1.498844914e-01	1.223074009e+00	1.180064434e+00	1.196022830e+00	1.296462702e+00	8.547251093e-01	9.181157177e-01
Group:B	2.972469407e+01	2.466146791e+00	-1.102282168e+00	1.124131087e+00	1.216849354e+00	1.209107217e+00	5.433727317e-01	8.684751071e-01	6.899601779e-01	6.430972926e-01
Group:B	2.972469407e+01	4.588320908e-01	2.014845032e+00	-1.707516135e+00	-3.791335069e-01	-1.600754028e-01	-2.661658033e-01	-2.439469233e-01	-2.838744898e-01	-3.278850857e-01
Group:B	2.972469407e+01	5.909566476e-01	-9.949052044e-01	1.056537582e+00	1.258597255e+00	1.034445238e+00	9.324434556e-01	9.764054207e-01	4.674824779e-01	4.115776854e-01
Group:B	2.972469407e+01	5.363173207e+00	-3.619075074e+00	2.912984401e+00	2.799550448e+00	3.170134980e+00	2.639247891e+00	2.880128967e+00	1.781918612e+00	1.693837169e+00
Group:B	2.972469407e+01	3.404707693e-01	-4.750973956e-01	7.635137678e-01	9.727007351e-01	1.324332390e+00	9.541665217e-01	1.109559154e+00	6.071144594e-01	4.989391527e-01
Group:B	2.972469407e+01	2.722862783e+00	-8.265969776e-01	6.593379993e-01	-1.084124873e-01	-8.687410870e-01	-1.349837561e+00	-1.177331290e+00	-8.246844759e-01	-6.804759229e-01
Group:B	2.972469407e+01	-1.028236709e+00	3.117515334e-01	-8.088856422e-01	-6.456690370e-01	-1.775584334e-01	1.216362036e-01	3.274992035e-01	1.881833331e-01	3.012076154e-01
Group:M	-5.029249186e+01	-1.178991579e+00	3.250826233e+00	-2.249797335e+00	-2.141237478e+00	-1.626892849e+00	-1.724689135e+00	-1.909855328e+00	-1.161491777e+00	-7.926238125e-01
Group:M	-5.029249186e+01	1.238905932e+01	-8.165838881e+00	6.586191608e+00	6.028516358e+00	4.928522573e+00	3.209175133e+00	3.308394508e+00	1.991326787e+00	1.830050747e+00
Group:M	-5.029249186e+01	-8.098855600e+00	4.657493893e+00	-3.699443825e+00	-2.504874300e+00	-1.651982871e+00	-9.338436270e-01	-8.589742723e-01	-4.489287063e-01	-4.819272541e-01
Group:B	2.972469407e+01	7.350350610e-02	1.380620410e+00	-2.328989110e+00	-2.432346539e+00	-1.589880141e+00	-9.623933466e-01	-9.813897594e-01	-7.268402862e-01	-5.191935078e-01
Group:B	2.972469407e+01	4.573921677e+00	-1.353890084e+00	6.829808685e-01	1.139383762e+00	1.085460462e+00	8.093407215e-01	5.104672640e-01	4.532157700e-01	4.225707914e-01
Group:B	2.972469407e+01	7.539288910e+00	-3.344972897e+00	3.280879118e+00	3.462737335e+00	2.806329458e+00	1.989121420e+00	1.945954905e+00	1.308531636e+00	1.208931966e+00
Group:B	2.972469407e+01	1.211221949e+00	-1.504163801e+00	9.883555197e-01	9.612703944e-01	7.172873782e-01	6.142643110e-01	6.578908322e-01	4.424305885e-01	3.478279349e-01
Group:B	2.972469407e+01	-2.581916412e-01	1.929346543e+00	-2.320181688e+00	-1.905772897e+00	-1.363438374e+00	-8.402235050e-01	-5.822326367e-01	-3.211806719e-01	-1.972243165e-01
Group:B	2.972469407e+01	3.134302147e-01	9.153823637e-02	-1.364534786e-01	-2.898920198e-01	-6.142033839e-01	-2.984213636e-01	3.378469354e-02	9.063345313e-02	5.553198907e-02
Group:B	2.972469407e+01	-1.799010539e+00	2.777897597e-01	-1.078185018e+00	-9.664956333e-01	-8.609384870e-01	-5.765728603e-01	-5.327159901e-01	-2.729275897e-01	-1.144165976e-01
Group:B	2.972469407e+01	2.666669458e+00	-2.272308027e+00	1.973577363e+00	1.908929817e+00	9.116374105e-01	6.344079866e-01	4.812914216e-01	3.743176744e-01	4.077602443e-01
Group:B	2.972469407e+01	2.576526292e+00	-1.925154871e+00	1.839314815e+00	1.681793579e+00	1.053427051e+00	5.900512815e-01	4.901738074e-01	2.577318463e-01	1.822859956e-01
Group:B	2.972469407e+01	6.633463572e+00	-4.757778326e+00	4.013112798e+00	4.304093739e+00	3.481971336e+00	2.407228304e+00	2.317235761e+00	1.585083206e+00	1.408761177e+00
Group:B	2.972469407e+01	1.348865206e+00	-1.666107063e+00	1.249722730e+00	7.741456310e-01	8.378193301e-01	6.300632058e-01	5.346913568e-01	2.633796632e-01	2.590914278e-01
Group:M	-5.029249186e+01	-5.456892548e+00	1.764128764e+00	-2.217403368e+00	-1.883350908e+00	-1.255226295e+00	-1.174475735e+00	-1.403202067e+00	-1.007398221e+00	-1.019042633e+00
Group:M	-5.029249186e+01	1.051790959e+00	-4.685057881e-01	1.852866137e-01	1.555015774e+00	1.296426697e+00	1.226885685e+00	1.247541011e+00	8.210665080e-01	8.329226517e-01
Group:B	2.972469407e+01	3.117659466e+00	-2.489048650e+00	2.474256610e+00	2.365886807e+00	2.096603449e+00	1.525106364e+00	1.538888037e+00	9.171365757e-01	9.023901380e-01
Group:M	-5.029249186e+01	6.739219037e-01	-2.059429585e+00	2.095615859e-01	4.202748273e-01	8.651710785e-02	-2.206352053e-01	-1.135549035e-01	-7.415965232e-01	-9.513783198e-01
Group:M	-5.029249186e+01	4.155086360e+00	-3.212755774e+00	1.910654814e+00	1.334948849e+00	9.807836941e-01	8.769119028e-01	1.240154317e+00	1.041168669e+00	9.797509870e-01
Group:M	-5.029249186e+01	-3.426813335e+00	1.697492658e+00	-5.708169249e-01	-1.993727564e-01	4.532827971e-01	5.279822620e-01	4.071856182e-01	1.514571883e-01	3.582431184e-01
Group:B	2.972469407e+01	2.615483343e+00	-2.061922887e+00	1.113892025e+00	6.585500642e-01	1.063622767e+00	5.702109248e-01	4.518078373e-01	2.360819404e-01	2.513701440e-01
Group:M	-5.029249186e+01	-4.271282945e+00	2.087904393e+00	-2.489579563e+00	-2.932862801e+00	-1.997603340e+00	-1.696444062e+00	-1.733070576e+00	-8.191948626e-01	-7.699815938e-01
Group:M	-5.029249186e+01	-3.675630437e+00	6.228028444e-01	-1.096841604e+00	-8.652924416e-01	8.795634589e-02	-1.865041120e-01	-2.714424449e-01	-2.355396680e-01	-2.953027085e-01
Group:B	2.972469407e+01	2.349536847e+00	-2.061742777e+00	1.660733701e+00	1.190673399e+00	1.236054397e+00	9.131878586e-01	9.194090272e-01	4.774761346e-01	5.703264397e-01
Group:B	2.972469407e+01	7.536313815e+00	-4.594354011e+00	4.033064605e+00	3.166989649e+00	2.740386450e+00	1.853093054e+00	1.899717791e+00	1.201633250e+00	1.103311487e+00
Group:B	2.972469407e+01	9.144199971e+00	-1.373474728e+00	1.105208625e+00	-3.319289589e-02	-4.376100909e-02	1.895241850e-01	-4.445507649e-01	-1.747310313e-01	-2.708362324e-01
Group:B	2.972469407e+01	2.075760001e+00	-2.903084382e+00	2.823688852e+00	2.909609703e+00	1.764130866e+00	1.608529234e+00	1.312219929e+00	7.910718174e-01	7.382166888e-01
Group:B	2.972469407e+01	4.112231868e+00	-2.541834379e+00	2.353088216e+00	1.922042384e+00	2.315383907e+00	2.003410889e+00	2.023288973e+00	1.120616854e+00	1.087235005e+00
Group:M	-5.029249186e+01	-5.389016029e+00	3.672079483e+00	-1.051905514e+00	-2.097442143e+00	-1.537903058e+00	-1.263190938e+00	-1.354714303e+00	-1.141456577e+00	-1.219434462e+00
Group:B	2.972469407e+01	5.037507369e+00	-2.503385546e+00	2.878927101e+00	2.519821640e+00	2.287980458e+00	1.451135950e+00	1.840381370e+00	1.264835099e+00	1.107390680e+00
Group:B	2.972469407e+01	3.192641108e-01	-1.997149781e-01	6.442605698e-02	-4.568998485e-01	-4.509362535e-01	-4.504632414e-01	-5.015217120e-01	-4.420346763e-01	-3.380445260e-01
Group:B	2.972469407e+01	3.521728250e+00	-1.084447400e+00	6.187762813e-01	3.788361277e-01	3.875125128e-01	1.075754377e+00	7.032002571e-01	3.831248698e-01	2.572491984e-01
Group:B	2.972469407e+01	6.019717493e+00	-2.688175341e+00	2.640137735e+00	1.902516192e+00	1.628148944e+00	1.386844648e+00	1.423354640e+00	8.749560508e-01	7.670376154e-01
Group:B	2.972469407e+01	2.780547419e+00	-1.871851950e+00	1.191352464e+00	4.977112560e-01	8.667022708e-01	5.819057170e-01	4.563945862e-01	2.816074109e-01	2.993857421e-01
Group:M	-5.029249186e+01	-1.347201946e+01	7.223494001e+00	-6.431467251e+00	-5.230366469e+00	-3.808794729e+00	-2.696949383e+00	-2.896584855e+00	-1.713874546e+00	-1.621654954e+00
Group:B	2.972469407e+01	2.645704652e+00	-8.892821753e-01	2.420625768e-01	-3.820187959e-01	1.234361019e-01	4.390444158e-01	4.481785866e-01	3.129323536e-01	3.487603807e-01
Group:B	2.972469407e+01	6.439493984e-01	-9.432558108e-01	-8.704086305e-02	-5.815231560e-01	-3.231465641e-01	-1.260585479e-01	-2.545328503e-01	-2.041684461e-01	-7.646670973e-02
Group:B	2.972469407e+01	4.357110439e+00	5.542953363e-01	-1.239835873e+00	-1.818449745e+00	-1.065508834e+00	-4.228167967e-01	-7.187094466e-01	-4.736341569e-01	-5.319271087e-01
Group:M	-5.029249186e+01	-2.949933567e+00	2.692701724e+00	-2.674846893e+00	-7.329397696e-01	-1.068151798e-01	5.036019090e-02	-1.750091822e-01	5.340781627e-02	-1.147906214e-01
Group:B	2.972469407e+01	-7.022079254e-01	6.769725531e-01	-7.313292765e-01	-1.430247362e+00	-1.026208352e+00	-1.139115854e+00	-1.014319504e+00	-7.720304555e-01	-7.286662060e-01
Group:B	2.972469407e+01	-1.391404203e+00	2.054456787e+00	-1.555082738e+00	-1.093292101e+00	-1.517128532e+00	-1.175266664e+00	-6.916496719e-01	-4.156080219e-01	-4.134657407e-01
Group:M	-5.029249186e+01	-3.694488255e+00	2.178710734e+00	-1.477576232e+00	-1.342730931e+00	-7.936736126e-01	-4.799715435e-01	-2.302472843e-01	-2.716370871e-03	-5.209227059e-02
Group:M	-5.029249186e+01	4.761275405e+00	-3.532139303e+00	3.452471607e+00	2.742092550e+00	2.122376673e+00	1.400049781e+00	1.469237925e+00	1.171307890e+00	1.197004124e+00
Group:B	2.972469407e+01	3.249095782e+00	-2.145124065e+00	2.294391004e+00	2.362195344e+00	1.435548364e+00	6.689107165e-01	6.648672529e-01	4.398692194e-01	4.043274119e-01
Group:B	2.972469407e+01	1.778142899e+00	-1.802397862e+00	1.351999610e+00	1.508708934e+00	1.194536050e+00	9.424817073e-01	8.413841122e-01	5.627550594e-01	4.663095864e-01
Group:B	2.972469407e+01	6.769729630e+00	-4.407846309e+00	4.309354285e+00	4.079133522e+00	3.239523033e+00	2.262382364e+00	2.174736572e+00	1.579116774e+00	1.347850216e+00
Group:B	2.972469407e+01	3.073392733e+00	-1.121685871e+00	9.558586722e-02	-1.754835513e-01	-1.466064274e-01	5.341796800e-02	-1.162028815e-01	9.614757868e-02	1.122807195e-01
Group:B	2.972469407e+01	-6.317571433e-01	2.233242979e-01	-5.521940552e-01	-1.318427333e+00	-7.636019338e-01	-1.913173071e-01	-8.936777371e-02	-9.539167360e-02	-8.224632820e-02
Group:B	2.972469407e+01	1.767396410e+00	-1.241182344e+00	1.009245685e+00	5.955660357e-01	2.195802195e-01	2.359315140e-01	3.519585918e-01	2.533283637e-01	2.829695027e-01
Group:M	-5.029249186e+01	8.925695967e-01	-4.094924393e-01	1.172209990e+00	-6.903598135e-02	-2.515294049e-01	-5.788913548e-01	-6.271181001e-01	3.185920080e-02	1.152987928e-01
Group:B	2.972469407e+01	3.963378842e-01	-7.025478258e-01	3.474476326e-01	1.653509602e-01	5.645069070e-01	3.289273643e-01	4.175110453e-01	2.585785071e-01	1.789405439e-01
Group:B	2.972469407e+01	3.087191575e+00	-1.575802322e+00	9.921688898e-01	6.285986215e-01	2.464929906e-01	3.161556926e-01	6.199768309e-02	-1.586090733e-01	-2.162537164e-02
Group:B	2.972469407e+01	2.506323718e+00	-2.016328072e+00	1.838701381e+00	1.091579249e+00	7.234592111e-01	3.818166736e-01	3.575271060e-01	1.649527956e-01	1.693843070e-01
Group:B	2.972469407e+01	-4.310741578e-01	3.931877630e-01	-1.078517388e+00	-6.460233492e-01	-1.584734816e-01	-2.054369244e-01	-6.605700681e-02	8.993588455e-03	1.106015925e-01
Group:B	2.972469407e+01	2.112162253e+00	-8.590799065e-01	8.437898929e-01	1.272302797e+00	8.780773489e-01	7.052600061e-01	8.317398120e-01	6.329361804e-01	4.852710833e-01
Group:B	2.972469407e+01	5.806542832e+00	-4.249995332e+00	3.395149005e+00	2.840752027e+00	2.567675138e+00	1.716874757e+00	1.741854732e+00	1.208886618e+00	1.143026963e+00
Group:B	2.972469407e+01	3.945947161e+00	-1.211078235e+00	4.592716865e-01	5.721346252e-01	2.050370050e-01	7.389500941e-01	5.957758161e-01	3.559049849e-01	3.924477954e-01
Group:M	-5.029249186e+01	-6.120879920e+00	2.852246617e+00	-2.454715531e+00	-2.374586401e+00	-1.524826177e+00	-1.354708397e+00	-1.413684620e+00	-8.749901820e-01	-8.491990735e-01
Group:B	2.972469407e+01	3.499676260e+00	-2.466708118e+00	2.525952026e+00	3.082842283e+00	2.461460474e+00	1.945978083e+00	1.969082537e+00	1.134549012e+00	1.100982821e+00
Group:B	2.972469407e+01	1.895408333e+00	-2.334303582e+00	2.752338381e+00	2.965796349e+00	2.269702343e+00	1.882889223e+00	1.875101304e+00	1.118172803e+00	9.285327461e-01
Group:B	2.972469407e+01	1.340419093e+00	-1.209326573e+00	1.444363844e+00	1.171863120e+00	6.175249997e-01	2.877510547e-01	3.879776590e-01	2.439713778e-01	1.402643482e-01
Group:B	2.972469407e+01	-1.551351790e+00	1.309559505e+00	-1.273068954e+00	-1.881954279e+00	-2.017892837e+00	-1.203555234e+00	-1.486447401e+00	-1.041485743e+00	-9.855439866e-01
Group:B	2.972469407e+01	8.335646522e+00	-5.410107144e+00	5.068933814e+00	4.888574760e+00	3.858089045e+00	3.394650525e+00	3.398651353e+00	2.206303026e+00	2.088820066e+00
Group:M	-5.029249186e+01	-1.388403582e+01	6.830302530e+00	-5.934977475e+00	-4.730220416e+00	-4.363314259e+00	-3.268468813e+00	-3.577636692e+00	-2.375672184e+00	-1.994158117e+00
Group:B	2.972469407e+01	3.293753822e+00	-2.033133066e+00	2.348794954e+00	2.622403780e+00	1.764522201e+00	9.648508499e-01	8.325550348e-01	4.353908084e-01	4.494982334e-01
Group:B	2.972469407e+01	1.106453898e+00	-5.980350810e-03	9.869231215e-01	2.577137869e+00	1.565017513e+00	1.245184876e+00	1.552414194e+00	9.875902807e-01	8.523452821e-01
Group:M	-5.029249186e+01	-4.059486808e-02	9.634848354e-01	-1.357350458e+00	-1.129946759e+00	-9.922277445e-01	-2.063625593e-01	5.189395316e-01	1.657782395e-01	6.939565044e-02
